0.6419009,0.75042015
0.6587304,0.7279865
-0.9387722,0.33275026
0.6414908,0.7491687
0.641843,0.74903935
0.6423973,0.7496325
0.64324296,0.74827963
0.64175713,0.748905
-0.9798956,0.15596752
0.64499724,0.7464899
0.64306986,0.747675
0.641902,0.7483949
-0.93867534,0.33302322
0.6527066,0.7358291
0.6429067,0.74831134
-0.93893164,0.33230004
-0.98062336,0.16686633
0.64193696,0.748678
0.6429428,0.7477653
0.64941037,0.74203366
-0.9793748,0.15643872
-0.9387861,0.3327112
0.64386725,0.7473891
0.64310235,0.74824876
0.64248407,0.75070536
0.6407667,0.74956167
-0.9386023,0.33322906
0.6418181,0.74954
0.64893204,0.7421442
0.65523005,0.7326765
-0.9397216,0.33005956
0.6573628,0.7292455
-0.9391023,0.33181754
0.6418505,0.7469681
0.65433586,0.7343087
0.6414308,0.74889237
-0.9388417,0.33255416
-0.9386685,0.3330427
0.6433069,0.7475826
0.6415586,0.7496422
0.64394933,0.7475159
-0.98063475,0.16924018
0.651392,0.7368919
0.6563172,0.73203933
-0.9386243,0.33316717
0.64892584,0.74187696
-0.98038465,0.16963097
0.6425675,0.74806225
-0.9387153,0.33291063
-0.9805525,0.16729772
-0.9809026,0.16806518
-0.93866587,0.33305007
-0.98038006,0.1648528
0.6489034,0.7406164
0.6435357,0.74737644
0.6412623,0.74952376
0.6412766,0.74908894
-0.9807699,0.15725082
0.64294785,0.7481567
0.64115757,0.74864155
0.64140934,0.7485074
0.64895856,0.74242234
0.642984,0.7480959
0.64459324,0.7449869
0.6504725,0.7393052
-0.98034054,0.17077862
-0.9808391,0.16838379
0.64322174,0.74653965
-0.93873775,0.3328475
0.6430615,0.74847263
-0.9386066,0.333217
-0.98102576,0.16352378
0.64246905,0.7487074
0.64248693,0.74813914
0.6428234,0.74751604
-0.98041624,0.16819824
-0.98072,0.16072804
-0.93870723,0.33293352
0.6561552,0.7319108
0.65232646,0.73691034
0.64257926,0.74792767
0.6530752,0.73683906
0.6418902,0.74904966
0.6419179,0.7489618
-0.9808658,0.1631525
-0.9390878,0.3318586
0.64219993,0.7487117
-0.9385719,0.33331475
-0.9807986,0.16706261
0.6491163,0.74123025
0.6255935,0.75275815
0.65231013,0.73804563
0.64251274,0.74888194
-0.9386748,0.33302495
0.64738816,0.74212027
-0.9387955,0.33268452
0.6454754,0.7453179
-0.9807036,0.1678354
0.64302695,0.7482718
-0.98074687,0.16982895
-0.9385533,0.33336717
0.6428855,0.7483208
0.65251213,0.73640317
-0.9390492,0.3319678
-0.9805655,0.17056942
0.66100246,0.723246
-0.97916335,0.15577231
0.652513,0.73781717
0.6560349,0.7316746
0.6449553,0.7454474
-0.93902034,0.3320494
0.6418567,0.7489021
0.6423866,0.7476374
0.64159423,0.74946314
0.6426149,0.74840873
-0.93867904,0.33301303
-0.9804506,0.17000428
0.6421247,0.74987364
0.6424906,0.7483923
0.6435622,0.74774384
0.64192706,0.74914306
0.6544973,0.7345471
0.6596592,0.72665155
